Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound InChIKey,Compound Broad Identifier,Control Type,Quality Control,Channels,Percentage Inhibition (DPC),Hit Compound (over 75% activity),Phenotype Annotation Level,Number of Cells (DPC)
20200313_CoV-2_P30,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"L-732,138",CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(cc(c1)C(F)(F)F)C(F)(F)F,"[3,5-bis(trifluoromethyl)phenyl]methyl (2R)-2-acetamido-3-(1H-indol-3-yl)propanoate",44396853,https://pubchem.ncbi.nlm.nih.gov/compound/44396853,https://www.ebi.ac.uk/unichem/rest/inchikey/BYYQYXVAWXAYQC-LJQANCHMSA-N,BYYQYXVAWXAYQC-LJQANCHMSA-N,"BRD-K37952347-001-02-2,BRD-K37952347-001-03-9,BRD-K37952347-001-01-4",,pass,cell body,"20,23",no,well level,10634
20200313_CoV-2_P30,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,LY344864,CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,"N-[(3R)-3-(Dimethylamino)-2,3,4,9-tetrahydro-1H-carbazol-6-yl]-4-fluorobenzamide hydrochloride",5311097,https://pubchem.ncbi.nlm.nih.gov/compound/5311097,https://www.ebi.ac.uk/unichem/rest/inchikey/GKWHICIUSVVNGX-MRXNPFEDSA-N,GKWHICIUSVVNGX-MRXNPFEDSA-N,"BRD-K95899059-003-03-6,BRD-K95899059-003-02-8,BRD-K95899059-003-04-9",,pass,cell body,"16,03",no,well level,9748
20200313_CoV-2_P30,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,tetrabenazine,O=C3[C@@H](CC(C)C)CN2CCC1=CC(OC)=C(OC)C=C1[C@@]([H])2C3,"(3R,11bR)-rel-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-3-(2-methylpropyl)-2H-benzo[a]quinolizin-2-one",11634155,https://pubchem.ncbi.nlm.nih.gov/compound/11634155,https://www.ebi.ac.uk/unichem/rest/inchikey/MKJIEFSOBYUXJB-HOCLYGCPSA-N,MKJIEFSOBYUXJB-HOCLYGCPSA-N,"BRD-K95739795-001-04-5,BRD-K95739795-001-03-7,BRD-K95739795-001-05-9",,pass,cell body,"29,92",no,well level,12681
20200313_CoV-2_P30,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,6-Diazo-5-oxo-L-norleucine,N#[N+]/C=C(\[O-])CC[C@H](N)C(=O)O,"(Z,5S)-5-amino-1-diazonio-6-hydroxy-6-oxo-hex-1-en-2-olate",121478083,https://pubchem.ncbi.nlm.nih.gov/compound/121478083,https://www.ebi.ac.uk/unichem/rest/inchikey/LHGVYNDAWRBWGL-YFKPBYRVSA-O,LHGVYNDAWRBWGL-YFKPBYRVSA-O,,,pass,cell body,"23,52",no,well level,11330
20200313_CoV-2_P30,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Metrizoic Acid,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,"3-(acetylamino)-5-[acetyl(methyl)amino]-2,4,6-triiodobenzoic acid",2528,https://pubchem.ncbi.nlm.nih.gov/compound/2528,https://www.ebi.ac.uk/unichem/rest/inchikey/GGGDNPWHMNJRFN-UHFFFAOYSA-N,GGGDNPWHMNJRFN-UHFFFAOYSA-N,"BRD-K99241550-001-04-3,BRD-K99241550-001-03-5",,pass,cell body,"-1,47",no,well level,6051
20200313_CoV-2_P30,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,eseroline-(-),CN1CC[C@]2(C)[C@H]1N(C)c1ccc(O)cc21,"(3aS,8bS)-3,4,8b-trimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-ol",119198,https://pubchem.ncbi.nlm.nih.gov/compound/119198,https://www.ebi.ac.uk/unichem/rest/inchikey/HKGWQUVGHPDEBZ-OLZOCXBDSA-N,HKGWQUVGHPDEBZ-OLZOCXBDSA-N,BRD-K13629382-051-06-6,,pass,cell body,"-3,78",no,well level,5563
20200313_CoV-2_P30,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"1,16",control,well level,6607
20200313_CoV-2_P30,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NDT-9513727,CCCCN1C(C6=CC=CC=C6)=NC(C7=CC=CC=C7)=C1CN(CC3=CC(OCO5)=C5C=C3)CC2=CC=C(OCO4)C4=C2,"N,N-Bis(1,3-benzodioxol-5-ylmethyl)-1-butyl-2,4-diphenyl-1H-Imidazole-5-methanamine",10210160,https://pubchem.ncbi.nlm.nih.gov/compound/10210160,https://www.ebi.ac.uk/unichem/rest/inchikey/ITACCRHKSPSKKL-UHFFFAOYSA-N,ITACCRHKSPSKKL-UHFFFAOYSA-N,"BRD-K17539220-001-01-5,BRD-K17539220-001-02-9",,pass,cell body,"10,83",no,well level,8650
20200313_CoV-2_P30,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,VU591,O=[N+]([O-])C(C=C4)=CC2=C4N=C(N2)COCC1=NC(C=CC([N+]([O-])=O)=C3)=C3N1,6-Nitro-2-[(6-nitro-1H-benzimidazol-2-yl)methoxymethyl]-1H-benzimidazole hydrochloride,44123657,https://pubchem.ncbi.nlm.nih.gov/compound/44123657,https://www.ebi.ac.uk/unichem/rest/inchikey/ZQPXNYLXYNRFNP-UHFFFAOYSA-N,ZQPXNYLXYNRFNP-UHFFFAOYSA-N,"BRD-K72063794-003-01-0,BRD-K72063794-003-02-9",,pass,cell body,"-5,88",no,well level,5120
20200313_CoV-2_P30,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,DCPIB,CCCCC1(CC2=C(C1=O)C(Cl)=C(Cl)C(OCCCC(O)=O)=C2)C1CCCC1,"4-[(2-Butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy]butanoic acid",12761153,https://pubchem.ncbi.nlm.nih.gov/compound/12761153,https://www.ebi.ac.uk/unichem/rest/inchikey/KHKGTPJPBOQECW-QFIPXVFZSA-N,KHKGTPJPBOQECW-QFIPXVFZSA-N,BRD-A39255369-001-03-1,,pass,cell body,"80,28",yes,well level,23321
20200313_CoV-2_P30,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"4,4-pentamethylenepiperidine",C1CCCCC21CCNCC2,3-Azaspiro[5.5]undecane hydrochloride,417412,https://pubchem.ncbi.nlm.nih.gov/compound/417412,https://www.ebi.ac.uk/unichem/rest/inchikey/LIZKZVQBLDHKCY-UHFFFAOYSA-N,LIZKZVQBLDHKCY-UHFFFAOYSA-N,"BRD-K49545903-003-01-4,BRD-K49545903-003-02-9",,pass,cell body,"16,64",no,well level,9877
20200313_CoV-2_P30,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,gepefrine,CC(N)Cc1cccc(O)c1,3-(2-aminopropyl)phenol,10057685,https://pubchem.ncbi.nlm.nih.gov/compound/10057685,https://www.ebi.ac.uk/unichem/rest/inchikey/WTDGMHYYGNJEKQ-SSDOTTSWSA-N,WTDGMHYYGNJEKQ-SSDOTTSWSA-N,BRD-A04447196-001-01-8,,pass,cell body,"27,51",no,well level,12173
20200313_CoV-2_P30,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NMDA,CN[C@H](CC(O)=O)C(O)=O,2-(methylamino)butanedioic acid,22880,https://pubchem.ncbi.nlm.nih.gov/compound/22880,https://www.ebi.ac.uk/unichem/rest/inchikey/HOKKHZGPKSLGJE-GSVOUGTGSA-N,HOKKHZGPKSLGJE-GSVOUGTGSA-N,"BRD-K62414032-001-13-8,BRD-K62414032-001-12-0,BRD-K62414032-001-15-9",,pass,cell body,"39,26",no,well level,14654
20200313_CoV-2_P30,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,heclin,CCc1ccc(/C=C/C(=O)Nc2ccc(C(C)=O)cc2)o1,N-(4-Acetylphenyl)-3-(5-ethyl-2-furanyl)-2-propenamide,7464118,https://pubchem.ncbi.nlm.nih.gov/compound/7464118,https://www.ebi.ac.uk/unichem/rest/inchikey/SPTWXRJNCFIDRQ-ZHACJKMWSA-N,SPTWXRJNCFIDRQ-ZHACJKMWSA-N,"BRD-K49788188-001-01-0,BRD-K49788188-001-02-9",,pass,cell body,"42,36",no,well level,15309
20200313_CoV-2_P30,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,"chromanol-293B-(-)-[3R,4S]",CCS(=O)(=O)N(C)[C@@H]1[C@@H](O)C(C)(C)OC2=C1C=C(C=C2)C#N,"N-[(3R,4S)-6-Cyano-3,4-dihydro-3-hydroxy-2,2-dimethyl-2H-1-benzopyran-4-yl]-N-methylethanesulfonamide",121846,https://pubchem.ncbi.nlm.nih.gov/compound/121846,https://www.ebi.ac.uk/unichem/rest/inchikey/HVSJHHXUORMCGK-UONOGXRCSA-N,HVSJHHXUORMCGK-UONOGXRCSA-N,"BRD-K27911943-001-02-8,BRD-K27911943-001-03-9",,pass,cell body,"30,41",no,well level,12785
20200313_CoV-2_P30,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Carebastine,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,2-(4-{4-[4-(benzhydryloxy)-1-piperidinyl]butanoyl}phenyl)-2-methylpropanoic acid,65820,https://pubchem.ncbi.nlm.nih.gov/compound/65820,https://www.ebi.ac.uk/unichem/rest/inchikey/XGHOVGYJHWQGCC-UHFFFAOYSA-N,XGHOVGYJHWQGCC-UHFFFAOYSA-N,BRD-K49554218-001-01-0,,pass,cell body,"0,32",no,well level,6430
20200313_CoV-2_P30,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,Emedastine difumarate,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,"1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)-1H-benzimidazole",3219,https://pubchem.ncbi.nlm.nih.gov/compound/3219,https://www.ebi.ac.uk/unichem/rest/inchikey/KBUZBQVCBVDWKX-UHFFFAOYSA-N,KBUZBQVCBVDWKX-UHFFFAOYSA-N,"BRD-K15010214-364-01-9,BRD-K15010214-364-02-7",,pass,cell body,"2,04",no,well level,6793
20200313_CoV-2_P30,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ESZOPICLONE,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)c2nccnc12)c1ccc(Cl)cn1,"[(7S)-6-(5-chloro-2-pyridyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",969472,https://pubchem.ncbi.nlm.nih.gov/compound/969472,https://www.ebi.ac.uk/unichem/rest/inchikey/GBBSUAFBMRNDJC-INIZCTEOSA-N,GBBSUAFBMRNDJC-INIZCTEOSA-N,,,pass,cell body,"-3,33",no,well level,5659
20200313_CoV-2_P30,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"99,06",control,well level,27287
20200313_CoV-2_P30,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,tetrazol-5-yl-glycine-(RS),NC(C(O)=O)c1nnn[nH]1,2-amino-2-(1H-tetrazol-5-yl)acetic acid,15024268,https://pubchem.ncbi.nlm.nih.gov/compound/15024268,https://www.ebi.ac.uk/unichem/rest/inchikey/UKBRUIZWQZHXFL-PVQJCKRUSA-N,UKBRUIZWQZHXFL-PVQJCKRUSA-N,"BRD-A14757586-001-03-2,BRD-A14757586-001-04-9",,pass,cell body,"-0,91",no,well level,6170
20200313_CoV-2_P30,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,ML-141,COC(C=C4)=CC=C4C1CC(C3=CC=CC=C3)=NN1C2=CC=C(S(=O)(N)=O)C=C2,"4-[4,5-Dihydro-5-(4-methoxyphenyl)-3-phenyl-1H-pyrazol-1-yl]benzenesulfonamide",7454812,https://pubchem.ncbi.nlm.nih.gov/compound/7454812,https://www.ebi.ac.uk/unichem/rest/inchikey/QBNZBMVRFYREHK-JOCHJYFZSA-N,QBNZBMVRFYREHK-JOCHJYFZSA-N,"BRD-A28422330-001-10-1,BRD-A28422330-001-11-9",,pass,cell body,"1,07",no,well level,6588
20200313_CoV-2_P30,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,arctigenin,OC(C=C3)=C(OC)C=C3C[C@@H](C(OC2)=O)[C@H]2CC1=CC(OC)=C(OC)C=C1,"(3R,4R)-4-[(3,4-Dimethoxyphenyl)methyl]dihydro-3-[(4-hydroxy-3-methoxyphenyl)methyl]-2(3H)-furanone",64981,https://pubchem.ncbi.nlm.nih.gov/compound/64981,https://www.ebi.ac.uk/unichem/rest/inchikey/NQWVSMVXKMHKTF-JKSUJKDBSA-N,NQWVSMVXKMHKTF-JKSUJKDBSA-N,"BRD-K53523901-001-05-1,BRD-K53523901-001-04-4",,pass,cell body,"0,61",no,well level,6490
20200313_CoV-2_P30,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,midafotel,O=P(/C=C/CN1C[C@H]([C@](O)=O)NCC1)(O)O,D-4-[(2E)-3-Phosphono-2-propenyl]-2-piperazinecarboxylic acid,6435801,https://pubchem.ncbi.nlm.nih.gov/compound/6435801,https://www.ebi.ac.uk/unichem/rest/inchikey/VZXMZMJSGLFKQI-ABVWVHJUSA-N,VZXMZMJSGLFKQI-ABVWVHJUSA-N,"BRD-K45163704-001-02-3,BRD-K45163704-001-01-5",,pass,cell body,"19,88",no,well level,10562
20200313_CoV-2_P30,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,JNJ-26990990,NS(=O)(=O)NCC1=CSC=2C=CC=CC12,N-[(1-benzothiophen-3-yl)methyl]aminosulfonamide,11687376,https://pubchem.ncbi.nlm.nih.gov/compound/11687376,https://www.ebi.ac.uk/unichem/rest/inchikey/AWSKBQNOSRREEY-UHFFFAOYSA-N,AWSKBQNOSRREEY-UHFFFAOYSA-N,BRD-K24864897-001-01-0,,pass,cell body,"30,92",no,well level,12893
20200313_CoV-2_P30,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,talmapimod,O=C(C(N(C)C)=O)C2=CN(C)C1=CC(Cl)=C(C(N3[C@H](C)CN(CC4=CC=C(F)C=C4)[C@@H](C)C3)=O)C=C12,"2-(6-chloro-5-{[(2R,5S)-4-(4-fluorobenzyl)-2,5-dimethylpiperazinyl]carbonyl}-1-methyl-1H-indol-3-yl)-N,N-dimethyl-2-oxoacetamide",9871074,https://pubchem.ncbi.nlm.nih.gov/compound/9871074,https://www.ebi.ac.uk/unichem/rest/inchikey/ZMELOYOKMZBMRB-DLBZAZTESA-N,ZMELOYOKMZBMRB-DLBZAZTESA-N,"BRD-K17555800-003-02-3,BRD-K17555800-003-01-5,BRD-K17555800-001-01-9",,pass,cell body,"92,26",yes,well level,25850
20200313_CoV-2_P30,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,NTRC-824,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1,"N-[2-[5-[[(4-Methylphenyl)sulfonyl]amino]-3-(2,2,2-trifluoroacetyl)-1H-indol-1-yl]acetyl]-L-leucine",101873359,https://pubchem.ncbi.nlm.nih.gov/compound/101873359,https://www.ebi.ac.uk/unichem/rest/inchikey/SOOLLEBJNGCDOZ-FQEVSTJZSA-N,SOOLLEBJNGCDOZ-FQEVSTJZSA-N,"BRD-K07788774-001-01-0,BRD-K07788774-001-02-9",,pass,cell body,"24,41",no,well level,11517
20200313_CoV-2_P30,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,A-804598,C[C@@H](C3=CC=CC=C3)NC(NC2=CC=CC1=NC=CC=C12)=NC#N,"N-Cyano-N""-[(1S)-1-phenylethyl]-N'-5-quinolinyl-guanidine",53325874,https://pubchem.ncbi.nlm.nih.gov/compound/53325874,https://www.ebi.ac.uk/unichem/rest/inchikey/PQYCRDPLPKGSME-AWEZNQCLSA-N,PQYCRDPLPKGSME-AWEZNQCLSA-N,BRD-K76894955-001-02-1,,pass,cell body,"14,57",no,well level,9440
20200313_CoV-2_P30,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,L-Alanine-L-glutamine,C[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,(2S)-5-amino-2-{[(2S)-2-aminopropanoyl]amino}-5-oxopentanoic acid,7014883,https://pubchem.ncbi.nlm.nih.gov/compound/7014883,https://www.ebi.ac.uk/unichem/rest/inchikey/HJCMDXDYPOUFDY-WHFBIAKZSA-N,HJCMDXDYPOUFDY-WHFBIAKZSA-N,"BRD-K11595419-001-02-2,BRD-K11595419-001-01-4",,pass,cell body,"22,74",no,well level,11165
20200313_CoV-2_P30,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,0,CC/C(=C(\c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,3-((1Z)-1-{4-[2-(dimethylamino)ethoxy]phenyl}-2-phenyl-1-butenyl)phenol,3033767,https://pubchem.ncbi.nlm.nih.gov/compound/3033767,https://www.ebi.ac.uk/unichem/rest/inchikey/ZQZFYGIXNQKOAV-OCEACIFDSA-N,ZQZFYGIXNQKOAV-OCEACIFDSA-N,BRD-K38477637-001-01-0,,pass,cell body,"18,17",no,well level,10200
20200313_CoV-2_P30,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,spaglumic-acid,CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O,(2S)-2-[[(2S)-2-acetamido-3-carboxy-propanoyl]amino]pentanedioic acid,188803,https://pubchem.ncbi.nlm.nih.gov/compound/188803,https://www.ebi.ac.uk/unichem/rest/inchikey/OPVPGKGADVGKTG-BQBZGAKWSA-N,OPVPGKGADVGKTG-BQBZGAKWSA-N,"BRD-K68405354-001-07-2,BRD-K68405354-001-08-0,BRD-K68405354-001-06-4",,pass,cell body,"-2,03",no,well level,5932
20200313_CoV-2_P30,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,,,,,,,,,positive,pass,cell body,"100,42",control,well level,27575
20200313_CoV-2_P30,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,DY131,CCN(CC)C1=CC=C(C=C1)\C=N\NC(=O)C1=CC=C(O)C=C1,N-(4-(Diethylaminobenzylidenyl)-N'-(4-hydroxybenzoyl)-hydrazine,5497124,https://pubchem.ncbi.nlm.nih.gov/compound/5497124,https://www.ebi.ac.uk/unichem/rest/inchikey/WLKOCYWYAWBGKY-CPNJWEJPSA-N,WLKOCYWYAWBGKY-CPNJWEJPSA-N,"BRD-K58343622-001-02-4,BRD-K58343622-001-01-6,BRD-K58343622-001-03-9",,pass,cell body,"-0,94",no,well level,6162
20200313_CoV-2_P30,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,DCEBIO,CCN1C(=O)NC2=C1C=C(Cl)C(Cl)=C2,"5,6-Dichloro-1-ethyl-1,3-dihydro-2H-benzimidazol-2-one",656765,https://pubchem.ncbi.nlm.nih.gov/compound/656765,https://www.ebi.ac.uk/unichem/rest/inchikey/LKHRMULASXZCLG-UHFFFAOYSA-N,LKHRMULASXZCLG-UHFFFAOYSA-N,"BRD-K89299012-001-08-6,BRD-K89299012-001-07-8,BRD-K89299012-001-06-0",,pass,cell body,"-0,54",no,well level,6247
20200313_CoV-2_P30,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,tracazolate,CCCCNC1=C2C=NN(CC)C2=NC(C)=C1C(=O)OCC,"4-(Butylamino)-1-ethyl-6-methyl 1H-pyrazolo[3,4b]pyridine-5-ethylcarboxylate hydrochloride",5522,https://pubchem.ncbi.nlm.nih.gov/compound/5522,https://www.ebi.ac.uk/unichem/rest/inchikey/PCTRYMLLRKWXGF-UHFFFAOYSA-N,PCTRYMLLRKWXGF-UHFFFAOYSA-N,"BRD-K34154330-003-07-9,BRD-K34154330-003-06-4",,pass,cell body,"22,52",no,well level,11119
20200313_CoV-2_P30,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,CVT-10216,O=C2C1=CC=C(OCC4=CC(C(O)=O)=CC=C4)C=C1OC=C2C3=CC=C(NS(=O)(C)=O)C=C3,3-[[[3-[4-[(Methylsulfonyl)amino]phenyl]-4-oxo-4H-1-benzopyran-7-yl]oxy]methyl]benzoic acid,23661666,https://pubchem.ncbi.nlm.nih.gov/compound/23661666,https://www.ebi.ac.uk/unichem/rest/inchikey/YYOOFJZTRCPVFD-UHFFFAOYSA-N,YYOOFJZTRCPVFD-UHFFFAOYSA-N,"BRD-K60659193-001-01-0,BRD-K60659193-001-02-8",,pass,cell body,"1,83",no,well level,6748
20200313_CoV-2_P30,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,isodibut,OC(=O)CCCN1C(=O)C=2C=CC=C3C=CC=C(C1=O)C23,"4-(1,3-dioxobenzo[de]isoquinolin-2-yl)butanoic acid",145949,https://pubchem.ncbi.nlm.nih.gov/compound/145949,https://www.ebi.ac.uk/unichem/rest/inchikey/ZHXRDXTYPCPBTI-UHFFFAOYSA-N,ZHXRDXTYPCPBTI-UHFFFAOYSA-N,"BRD-K60241851-001-11-9,BRD-K60241851-001-10-1",,pass,cell body,"23,92",no,well level,11415
20200313_CoV-2_P30,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,propranolol-(R),CC(C)NC[C@@H](O)COc1cccc2ccccc12,(2R)-1-(isopropylamino)-3-(1-naphthyloxy)propan-2-ol,21138,https://pubchem.ncbi.nlm.nih.gov/compound/21138,https://www.ebi.ac.uk/unichem/rest/inchikey/AQHHHDLHHXJYJD-CQSZACIVSA-N,AQHHHDLHHXJYJD-CQSZACIVSA-N,"BRD-K92830582-003-11-9,BRD-K92830582-003-10-5",,pass,cell body,"10,2",no,well level,8517
20200313_CoV-2_P30,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606 ,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2 ,EFO,EFO_0001099,SirReal-2,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1,"2-[(4,6-Dimethyl-2-pyrimidinyl)thio]-N-[5-(1-naphthalenylmethyl)-2-thiazolyl]acetamide",1096292,https://pubchem.ncbi.nlm.nih.gov/compound/1096292,https://www.ebi.ac.uk/unichem/rest/inchikey/MENNDDDTIIZDDN-UHFFFAOYSA-N,MENNDDDTIIZDDN-UHFFFAOYSA-N,"BRD-K16472653-001-01-6,BRD-K16472653-001-02-4",,pass,cell body,"-0,53",no,well level,6250
