Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Compound Identifier,Compound Name,Compound SMILES,Compound IUPAC Name,Compound PubChem CID,Compound PubChem URL,Compound Unichem URL,Compound Broad Identifier,Control Type,Channels,Compound Concentration (microMolar),Percentage Inhibition (DPC),Cells - Number of Objects,Hit Compound (over 75% activity),Phenoptye Annotation Level
ESP0025760,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,63,"-17,81",6884,yes,well level
ESP0025760,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,63,"2,88",10588,yes,well level
ESP0025760,F11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-1,68",9771,,
ESP0025760,F12,,,,,,,,,,,,,,,,,,negative,cell body,0,"102,84",28489,,
ESP0025760,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,"0,02","-31,96",4350,yes,well level
ESP0025760,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,"0,02","0,06",10083,yes,well level
ESP0025760,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,"0,02","-3,52",9442,yes,well level
ESP0025760,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,"0,02","-14,57",7464,yes,well level
ESP0025760,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,"0,02","-3,1",9517,yes,well level
ESP0025760,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,"0,02","-4,36",9292,yes,well level
ESP0025760,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,"0,02","-9,17",8431,yes,well level
ESP0025760,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,"0,02","-21,05",6303,yes,well level
ESP0025760,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,"0,02","-4,54",9259,yes,well level
ESP0025760,G11,,,,,,,,,,,,,,,,,,positive,cell body,0,-1,9893,,
ESP0025760,G12,,,,,,,,,,,,,,,,,,negative,cell body,0,"100,9",28142,,
ESP0025760,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,"0,0064","-34,92",3820,yes,well level
ESP0025760,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,"0,0064","-13,2",7708,yes,well level
ESP0025760,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,"0,0064","-10,81",8137,yes,well level
ESP0025760,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,"0,0064","-17,2",6993,yes,well level
ESP0025760,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,"0,0064","1,41",10325,yes,well level
ESP0025760,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,"0,0064","-8,1",8623,yes,well level
ESP0025760,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,"0,0064","-11,71",7976,yes,well level
ESP0025760,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,"0,0064","-22,31",6078,yes,well level
ESP0025760,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,"0,0064","-4,17",9326,yes,well level
ESP0025760,H11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-6,79",8856,,
ESP0025760,H12,,,,,,,,,,,,,,,,,,negative,cell body,0,"93,48",26813,,
ESP0025761,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,20,"29,58",15709,yes,well level
ESP0025761,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,20,"67,61",22812,yes,well level
ESP0025761,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,20,"-28,91",4782,yes,well level
ESP0025761,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,20,"73,91",23989,yes,well level
ESP0025761,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,20,"-26,88",5162,yes,well level
ESP0025761,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,20,"-2,86",9649,yes,well level
ESP0025761,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K23228615,"Apitolisib (GDC-0980, RG7422)",C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1,"(2S)-1-(4-{[2-(2-amino-5-pyrimidinyl)-7-methyl-4-(4-morpholinyl)thieno[3,2-d]pyrimidin-6-yl]methyl}-1-piperazinyl)-1-oxo-2-propanol",25254071,https://pubchem.ncbi.nlm.nih.gov/compound/25254071,https://www.ebi.ac.uk/unichem/rest/inchikey/YOVVNQKCSKSHKT-HNNXBMFYSA-N,"BRD-K23228615-001-02-8,BRD-K23228615-001-04-9,BRD-K23228615-001-03-6",,cell body,20,"-13,17",7723,yes,well level
ESP0025761,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K82804538,RO5126766 (CH5126766),CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,N-(3-fluoro-4-{[4-methyl-2-oxo-7-(2-pyrimidinyloxy)-2H-chromen-3-yl]methyl}-2-pyridinyl)-N'-methylsulfamide,16719221,https://pubchem.ncbi.nlm.nih.gov/compound/16719221,https://www.ebi.ac.uk/unichem/rest/inchikey/LMMJFBMMJUMSJS-UHFFFAOYSA-N,"BRD-K82804538-001-03-6,BRD-K82804538-001-01-0,BRD-K82804538-001-02-8",,cell body,20,"66,17",22543,yes,well level
ESP0025761,A10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_A95939040,Sertaconazole nitrate,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,"(7-chloro-1-benzothien-3-yl)methyl 1-(2,4-dichlorophenyl)-2-(1H-imidazol-1-yl)ethyl ether",65863,https://pubchem.ncbi.nlm.nih.gov/compound/65863,https://www.ebi.ac.uk/unichem/rest/inchikey/JLGKQTAYUIMGRK-UHFFFAOYSA-N,,,cell body,20,"-17,2",6970,yes,well level
ESP0025761,A11,,,,,,,,,,,,,,,,,,positive,cell body,0,"-10,6",8203,,
ESP0025761,A12,,,,,,,,,,,,,,,,,,negative,cell body,0,"98,81",28642,,
ESP0025761,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K13662825,Dinaciclib (SCH727965),CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,"2-[(2S)-1-[3-ethyl-7-[(1-oxidopyridin-1-ium-3-yl)methylamino]pyrazolo[1,5-a]pyrimidin-5-yl]-2-piperidyl]ethanol",46926350,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,https://www.ebi.ac.uk/unichem/rest/inchikey/PIMQWRZWLQKKBJ-SFHVURJKSA-N,"BRD-K13662825-001-07-5,BRD-K13662825-001-04-2",,cell body,"6,3","41,72",17977,yes,well level
ESP0025761,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K16810791,LGK-974,Cc1cc(ccn1)-c1ncc(CC(=O)Nc2ccc(cn2)-c2cnccn2)cc1C,2-[5-methyl-6-(2-methyl-4-pyridyl)-3-pyridyl]-N-(5-pyrazin-2-yl-2-pyridyl)acetamide,46926973,https://pubchem.ncbi.nlm.nih.gov/compound/46926973,https://www.ebi.ac.uk/unichem/rest/inchikey/XXYGTCZJJLTAGH-UHFFFAOYSA-N,"BRD-K16810791-001-02-9,BRD-K16810791-001-01-0",,cell body,"6,3","82,69",25630,yes,well level
ESP0025761,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K42191735,BKM120 (NVP-BKM120),Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F,"5-[2,6-di(4-morpholinyl)-4-pyrimidinyl]-4-(trifluoromethyl)-2-pyridinamine",16654980,https://pubchem.ncbi.nlm.nih.gov/compound/16654980,https://www.ebi.ac.uk/unichem/rest/inchikey/CWHUFRVAEUJCEF-UHFFFAOYSA-N,"BRD-K42191735-001-08-7,BRD-K42191735-001-05-3",,cell body,"6,3","-32,04",4198,yes,well level
ESP0025761,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K95880107,PH-797804,CNC(=O)c1ccc(C)c(c1)-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,"3-(3-bromo-4-[(2,4-difluorobenzyl)oxy]-6-methyl-2-oxo-1(2H)-pyridinyl)-N,4-dimethylbenzamide",22049997,https://pubchem.ncbi.nlm.nih.gov/compound/22049997,https://www.ebi.ac.uk/unichem/rest/inchikey/KCAJXIDMCNPGHZ-UHFFFAOYSA-N,"BRD-K95880107-001-03-9,BRD-K95880107-001-02-4",,cell body,"6,3","1,15",10398,yes,well level
ESP0025761,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K59317601,INK 128 (MLN0128),CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12,"3-(2-amino-1,3-benzoxazol-5-yl)-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",45375953,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,https://www.ebi.ac.uk/unichem/rest/inchikey/GYLDXIAOMVERTK-UHFFFAOYSA-N,"BRD-K59317601-001-05-5,BRD-K59317601-001-06-9",,cell body,"6,3","-8,36",8621,yes,well level
ESP0025761,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Severe acute respiratory syndrome coronavirus 2,NCBITaxon,NCBITaxon_2697049,Caco-2,EFO,EFO_0001099,SPE_K67901620,Avasimibe (CI-1011),CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,"2,6-diisopropylphenyl (2,4,6-triisopropylphenyl)acetylsulfamate",166558,https://pubchem.ncbi.nlm.nih.gov/compound/166558,https://www.ebi.ac.uk/unichem/rest/inchikey/PTQXTEKSNBVPQJ-UHFFFAOYSA-N,"BRD-K67901620-001-04-9,BRD-K67901620-001-03-8,BRD-K67901620-001-02-0",,cell body,"6,3","77,35",24632,yes,well level
